# alpha                     Rey                       CL                        CD                        Cm                       
        -1.9198621772E-01          5.5644444444E+05         -1.0279000000E+00          2.1420000000E-02         -3.1700000000E-02
        -1.9198621772E-01          1.1118888889E+06         -1.0736000000E+00          1.6850000000E-02         -2.5500000000E-02
        -1.9198621772E-01          1.6673333333E+06         -1.0909000000E+00          1.5040000000E-02         -2.3000000000E-02
        -1.9198621772E-01          2.2227777778E+06         -1.0996000000E+00          1.4090000000E-02         -2.1700000000E-02
        -1.9198621772E-01          2.7782222222E+06         -1.1069000000E+00          1.3320000000E-02         -2.0600000000E-02
        -1.9198621772E-01          3.3336666667E+06         -1.1115000000E+00          1.2810000000E-02         -1.9900000000E-02
        -1.9198621772E-01          3.8891111111E+06         -1.1147000000E+00          1.2460000000E-02         -1.9400000000E-02
        -1.9198621772E-01          4.4445555556E+06         -1.1181000000E+00          1.2100000000E-02         -1.8900000000E-02
        -1.9198621772E-01          5.0000000000E+06         -1.1209000000E+00          1.1800000000E-02         -1.8500000000E-02
        -1.7453292520E-01          1.0000000000E+03         -2.8730000000E-01          1.6120000000E-01         -2.3700000000E-02
        -1.7453292520E-01          5.5644444444E+05         -9.4570000000E-01          1.9160000000E-02         -2.7800000000E-02
        -1.7453292520E-01          1.1118888889E+06         -9.7930000000E-01          1.5330000000E-02         -2.2900000000E-02
        -1.7453292520E-01          1.6673333333E+06         -9.9220000000E-01          1.3790000000E-02         -2.1000000000E-02
        -1.7453292520E-01          2.2227777778E+06         -9.9890000000E-01          1.2960000000E-02         -2.0000000000E-02
        -1.7453292520E-01          2.7782222222E+06         -1.0046000000E+00          1.2290000000E-02         -1.9100000000E-02
        -1.7453292520E-01          3.3336666667E+06         -1.0083000000E+00          1.1850000000E-02         -1.8500000000E-02
        -1.7453292520E-01          3.8891111111E+06         -1.0109000000E+00          1.1520000000E-02         -1.8100000000E-02
        -1.7453292520E-01          4.4445555556E+06         -1.0137000000E+00          1.1200000000E-02         -1.7700000000E-02
        -1.7453292520E-01          5.0000000000E+06         -1.0158000000E+00          1.0940000000E-02         -1.7300000000E-02
        -1.5707963268E-01          1.0000000000E+03         -2.5900000000E-01          1.5197000000E-01         -2.5900000000E-02
        -1.5707963268E-01          5.5644444444E+05         -8.5510000000E-01          1.7280000000E-02         -2.4800000000E-02
        -1.5707963268E-01          1.1118888889E+06         -8.7990000000E-01          1.4060000000E-02         -2.1000000000E-02
        -1.5707963268E-01          1.6673333333E+06         -8.8960000000E-01          1.2740000000E-02         -1.9500000000E-02
        -1.5707963268E-01          2.2227777778E+06         -8.9550000000E-01          1.1940000000E-02         -1.8600000000E-02
        -1.5707963268E-01          2.7782222222E+06         -8.9940000000E-01          1.1400000000E-02         -1.8000000000E-02
        -1.5707963268E-01          3.3336666667E+06         -9.0250000000E-01          1.0980000000E-02         -1.7500000000E-02
        -1.5707963268E-01          3.8891111111E+06         -9.0460000000E-01          1.0680000000E-02         -1.7100000000E-02
        -1.5707963268E-01          4.4445555556E+06         -9.0660000000E-01          1.0420000000E-02         -1.6800000000E-02
        -1.5707963268E-01          5.0000000000E+06         -9.0840000000E-01          1.0180000000E-02         -1.6500000000E-02
        -1.3962634016E-01          1.0000000000E+03         -2.2840000000E-01          1.4394000000E-01         -2.7400000000E-02
        -1.3962634016E-01          5.5644444444E+05         -7.5970000000E-01          1.5610000000E-02         -2.2300000000E-02
        -1.3962634016E-01          1.1118888889E+06         -7.7740000000E-01          1.2910000000E-02         -1.9500000000E-02
        -1.3962634016E-01          1.6673333333E+06         -7.8470000000E-01          1.1760000000E-02         -1.8300000000E-02
        -1.3962634016E-01          2.2227777778E+06         -7.8900000000E-01          1.1070000000E-02         -1.7600000000E-02
        -1.3962634016E-01          2.7782222222E+06         -7.9210000000E-01          1.0600000000E-02         -1.7100000000E-02
        -1.3962634016E-01          3.3336666667E+06         -7.9430000000E-01          1.0240000000E-02         -1.6700000000E-02
        -1.3962634016E-01          3.8891111111E+06         -7.9630000000E-01          9.9300000000E-03         -1.6400000000E-02
        -1.3962634016E-01          4.4445555556E+06         -7.9780000000E-01          9.7000000000E-03         -1.6200000000E-02
        -1.3962634016E-01          5.0000000000E+06         -7.9900000000E-01          9.5200000000E-03         -1.6000000000E-02
        -1.2217304764E-01          1.0000000000E+03         -1.9610000000E-01          1.3717000000E-01         -2.7900000000E-02
        -1.2217304764E-01          5.5644444444E+05         -6.5960000000E-01          1.4220000000E-02         -2.0400000000E-02
        -1.2217304764E-01          1.1118888889E+06         -6.7200000000E-01          1.1930000000E-02         -1.8300000000E-02
        -1.2217304764E-01          1.6673333333E+06         -6.7730000000E-01          1.0930000000E-02         -1.7400000000E-02
        -1.2217304764E-01          2.2227777778E+06         -6.8060000000E-01          1.0310000000E-02         -1.6900000000E-02
        -1.2217304764E-01          2.7782222222E+06         -6.8280000000E-01          9.8900000000E-03         -1.6500000000E-02
        -1.2217304764E-01          3.3336666667E+06         -6.8470000000E-01          9.5500000000E-03         -1.6200000000E-02
        -1.2217304764E-01          3.8891111111E+06         -6.8610000000E-01          9.2900000000E-03         -1.6000000000E-02
        -1.2217304764E-01          4.4445555556E+06         -6.8720000000E-01          9.0900000000E-03         -1.5800000000E-02
        -1.2217304764E-01          5.0000000000E+06         -6.8830000000E-01          8.8900000000E-03         -1.5600000000E-02
        -1.0471975512E-01          1.0000000000E+03         -1.6400000000E-01          1.3159000000E-01         -2.7600000000E-02
        -1.0471975512E-01          5.5644444444E+05         -5.5650000000E-01          1.3010000000E-02         -1.8800000000E-02
        -1.0471975512E-01          1.1118888889E+06         -5.6460000000E-01          1.1070000000E-02         -1.7400000000E-02
        -1.0471975512E-01          1.6673333333E+06         -5.6830000000E-01          1.0180000000E-02         -1.6800000000E-02
        -1.0471975512E-01          2.2227777778E+06         -5.7050000000E-01          9.6400000000E-03         -1.6400000000E-02
        -1.0471975512E-01          2.7782222222E+06         -5.7220000000E-01          9.2400000000E-03         -1.6100000000E-02
        -1.0471975512E-01          3.3336666667E+06         -5.7340000000E-01          8.9500000000E-03         -1.5900000000E-02
        -1.0471975512E-01          3.8891111111E+06         -5.7460000000E-01          8.7000000000E-03         -1.5700000000E-02
        -1.0471975512E-01          4.4445555556E+06         -5.7530000000E-01          8.5200000000E-03         -1.5600000000E-02
        -1.0471975512E-01          5.0000000000E+06         -5.7610000000E-01          8.3500000000E-03         -1.5500000000E-02
        -8.7266462600E-02          1.0000000000E+03         -1.3390000000E-01          1.2711000000E-01         -2.6300000000E-02
        -8.7266462600E-02          5.5644444444E+05         -4.5140000000E-01          1.1900000000E-02         -1.7600000000E-02
        -8.7266462600E-02          1.1118888889E+06         -4.5560000000E-01          1.0290000000E-02         -1.6700000000E-02
        -8.7266462600E-02          1.6673333333E+06         -4.5790000000E-01          9.5000000000E-03         -1.6300000000E-02
        -8.7266462600E-02          2.2227777778E+06         -4.5930000000E-01          9.0100000000E-03         -1.6100000000E-02
        -8.7266462600E-02          2.7782222222E+06         -4.6030000000E-01          8.6800000000E-03         -1.5900000000E-02
        -8.7266462600E-02          3.3336666667E+06         -4.6120000000E-01          8.3900000000E-03         -1.5800000000E-02
        -8.7266462600E-02          3.8891111111E+06         -4.6180000000E-01          8.1900000000E-03         -1.5700000000E-02
        -8.7266462600E-02          4.4445555556E+06         -4.6250000000E-01          8.0000000000E-03         -1.5500000000E-02
        -8.7266462600E-02          5.0000000000E+06         -4.6300000000E-01          7.8500000000E-03         -1.5500000000E-02
        -6.9813170080E-02          1.0000000000E+03         -1.0570000000E-01          1.2377000000E-01         -2.3900000000E-02
        -6.9813170080E-02          5.5644444444E+05         -3.4830000000E-01          1.0500000000E-02         -1.6200000000E-02
        -6.9813170080E-02          1.1118888889E+06         -3.4630000000E-01          9.4800000000E-03         -1.6200000000E-02
        -6.9813170080E-02          1.6673333333E+06         -3.4680000000E-01          8.8400000000E-03         -1.6000000000E-02
        -6.9813170080E-02          2.2227777778E+06         -3.4720000000E-01          8.4300000000E-03         -1.5900000000E-02
        -6.9813170080E-02          2.7782222222E+06         -3.4770000000E-01          8.1200000000E-03         -1.5800000000E-02
        -6.9813170080E-02          3.3336666667E+06         -3.4820000000E-01          7.8700000000E-03         -1.5700000000E-02
        -6.9813170080E-02          3.8891111111E+06         -3.4840000000E-01          7.6900000000E-03         -1.5700000000E-02
        -6.9813170080E-02          4.4445555556E+06         -3.4880000000E-01          7.5200000000E-03         -1.5600000000E-02
        -6.9813170080E-02          5.0000000000E+06         -3.4900000000E-01          7.3900000000E-03         -1.5600000000E-02
        -5.2359877560E-02          1.0000000000E+03         -7.9400000000E-02          1.2145000000E-01         -2.0200000000E-02
        -5.2359877560E-02          5.5644444444E+05         -2.4170000000E-01          9.5400000000E-03         -1.5100000000E-02
        -5.2359877560E-02          1.1118888889E+06         -2.3980000000E-01          8.3100000000E-03         -1.5300000000E-02
        -5.2359877560E-02          1.6673333333E+06         -2.3740000000E-01          7.9400000000E-03         -1.5500000000E-02
        -5.2359877560E-02          2.2227777778E+06         -2.3550000000E-01          7.7600000000E-03         -1.5700000000E-02
        -5.2359877560E-02          2.7782222222E+06         -2.3490000000E-01          7.5500000000E-03         -1.5800000000E-02
        -5.2359877560E-02          3.3336666667E+06         -2.3470000000E-01          7.3600000000E-03         -1.5800000000E-02
        -5.2359877560E-02          3.8891111111E+06         -2.3460000000E-01          7.2000000000E-03         -1.5800000000E-02
        -5.2359877560E-02          4.4445555556E+06         -2.3460000000E-01          7.0500000000E-03         -1.5800000000E-02
        -5.2359877560E-02          5.0000000000E+06         -2.3460000000E-01          6.9400000000E-03         -1.5800000000E-02
        -3.4906585040E-02          1.0000000000E+03         -5.5200000000E-02          1.2001000000E-01         -1.5300000000E-02
        -3.4906585040E-02          5.5644444444E+05         -1.2670000000E-01          9.4400000000E-03         -1.5200000000E-02
        -3.4906585040E-02          1.1118888889E+06         -1.2720000000E-01          7.8600000000E-03         -1.5100000000E-02
        -3.4906585040E-02          1.6673333333E+06         -1.2700000000E-01          7.1500000000E-03         -1.5100000000E-02
        -3.4906585040E-02          2.2227777778E+06         -1.2550000000E-01          6.8700000000E-03         -1.5300000000E-02
        -3.4906585040E-02          2.7782222222E+06         -1.2430000000E-01          6.6900000000E-03         -1.5500000000E-02
        -3.4906585040E-02          3.3336666667E+06         -1.2330000000E-01          6.5700000000E-03         -1.5600000000E-02
        -3.4906585040E-02          3.8891111111E+06         -1.2230000000E-01          6.4900000000E-03         -1.5700000000E-02
        -3.4906585040E-02          4.4445555556E+06         -1.2150000000E-01          6.4300000000E-03         -1.5800000000E-02
        -3.4906585040E-02          5.0000000000E+06         -1.5876666667E-01          6.5533333333E-03         -1.5900000000E-02
        -1.7453292520E-02          1.0000000000E+03         -3.4200000000E-02          1.1931000000E-01         -8.8000000000E-03
        -1.7453292520E-02          5.5644444444E+05         -1.1600000000E-02          9.4000000000E-03         -1.5400000000E-02
        -1.7453292520E-02          1.1118888889E+06         -1.0600000000E-02          7.8300000000E-03         -1.5500000000E-02
        -1.7453292520E-02          1.6673333333E+06         -1.0200000000E-02          7.0900000000E-03         -1.5600000000E-02
        -1.7453292520E-02          2.2227777778E+06         -9.9000000000E-03          6.6300000000E-03         -1.5700000000E-02
        -1.7453292520E-02          2.7782222222E+06         -9.7000000000E-03          6.3000000000E-03         -1.5700000000E-02
        -1.7453292520E-02          3.3336666667E+06         -9.4000000000E-03          6.0600000000E-03         -1.5800000000E-02
        -1.7453292520E-02          3.8891111111E+06         -8.5000000000E-03          5.9500000000E-03         -1.5900000000E-02
        -1.7453292520E-02          4.4445555556E+06         -7.8000000000E-03          5.8600000000E-03         -1.6000000000E-02
        -1.7453292520E-02          5.0000000000E+06         -7.1000000000E-03          5.7800000000E-03         -1.6100000000E-02
         0.0000000000E+00          1.0000000000E+03          2.7000000000E-03          1.2195000000E-01         -4.2000000000E-03
         0.0000000000E+00          5.5644444444E+05          1.0360000000E-01          9.4100000000E-03         -1.5500000000E-02
         0.0000000000E+00          1.1118888889E+06          1.0590000000E-01          7.8400000000E-03         -1.6000000000E-02
         0.0000000000E+00          1.6673333333E+06          1.0700000000E-01          7.1000000000E-03         -1.6200000000E-02
         0.0000000000E+00          2.2227777778E+06          1.0780000000E-01          6.6300000000E-03         -1.6400000000E-02
         0.0000000000E+00          2.7782222222E+06          1.0830000000E-01          6.3000000000E-03         -1.6500000000E-02
         0.0000000000E+00          3.3336666667E+06          1.0870000000E-01          6.0500000000E-03         -1.6500000000E-02
         0.0000000000E+00          3.8891111111E+06          1.0900000000E-01          5.8500000000E-03         -1.6600000000E-02
         0.0000000000E+00          4.4445555556E+06          1.0930000000E-01          5.6900000000E-03         -1.6700000000E-02
         0.0000000000E+00          5.0000000000E+06          1.0890000000E-01          5.6000000000E-03         -1.6600000000E-02
         1.7453292520E-02          1.0000000000E+03          3.9300000000E-02          1.2216000000E-01          1.0000000000E-03
         1.7453292520E-02          5.5644444444E+05          2.1860000000E-01          9.4700000000E-03         -1.5700000000E-02
         1.7453292520E-02          1.1118888889E+06          2.2230000000E-01          7.8800000000E-03         -1.6400000000E-02
         1.7453292520E-02          1.6673333333E+06          2.2410000000E-01          7.1300000000E-03         -1.6800000000E-02
         1.7453292520E-02          2.2227777778E+06          2.2530000000E-01          6.6600000000E-03         -1.7000000000E-02
         1.7453292520E-02          2.7782222222E+06          2.2540000000E-01          6.4000000000E-03         -1.7100000000E-02
         1.7453292520E-02          3.3336666667E+06          2.2510000000E-01          6.2400000000E-03         -1.7100000000E-02
         1.7453292520E-02          3.8891111111E+06          2.2480000000E-01          6.1200000000E-03         -1.7100000000E-02
         1.7453292520E-02          4.4445555556E+06          2.2470000000E-01          6.0200000000E-03         -1.7100000000E-02
         1.7453292520E-02          5.0000000000E+06          2.2450000000E-01          5.9300000000E-03         -1.7100000000E-02
         3.4906585040E-02          1.0000000000E+03          7.7600000000E-02          1.2307000000E-01          5.2000000000E-03
         3.4906585040E-02          5.5644444444E+05          3.3340000000E-01          9.5800000000E-03         -1.5900000000E-02
         3.4906585040E-02          1.1118888889E+06          3.3850000000E-01          7.9600000000E-03         -1.6900000000E-02
         3.4906585040E-02          1.6673333333E+06          3.3920000000E-01          7.3600000000E-03         -1.7100000000E-02
         3.4906585040E-02          2.2227777778E+06          3.3930000000E-01          7.0400000000E-03         -1.7200000000E-02
         3.4906585040E-02          2.7782222222E+06          3.3940000000E-01          6.8100000000E-03         -1.7300000000E-02
         3.4906585040E-02          3.3336666667E+06          3.3940000000E-01          6.6400000000E-03         -1.7300000000E-02
         3.4906585040E-02          3.8891111111E+06          3.3950000000E-01          6.5000000000E-03         -1.7400000000E-02
         3.4906585040E-02          4.4445555556E+06          3.3950000000E-01          6.3800000000E-03         -1.7400000000E-02
         3.4906585040E-02          5.0000000000E+06          3.3950000000E-01          6.2900000000E-03         -1.7400000000E-02
         5.2359877560E-02          1.0000000000E+03          1.1810000000E-01          1.2499000000E-01          8.3000000000E-03
         5.2359877560E-02          5.5644444444E+05          4.4750000000E-01          9.7700000000E-03         -1.6000000000E-02
         5.2359877560E-02          1.1118888889E+06          4.5020000000E-01          8.4500000000E-03         -1.6700000000E-02
         5.2359877560E-02          1.6673333333E+06          4.5140000000E-01          7.8700000000E-03         -1.7000000000E-02
         5.2359877560E-02          2.2227777778E+06          4.5220000000E-01          7.5100000000E-03         -1.7300000000E-02
         5.2359877560E-02          2.7782222222E+06          4.5290000000E-01          7.2400000000E-03         -1.7400000000E-02
         5.2359877560E-02          3.3336666667E+06          4.5330000000E-01          7.0500000000E-03         -1.7500000000E-02
         5.2359877560E-02          3.8891111111E+06          4.5390000000E-01          6.8700000000E-03         -1.7700000000E-02
         5.2359877560E-02          4.4445555556E+06          4.5420000000E-01          6.7400000000E-03         -1.7800000000E-02
         5.2359877560E-02          5.0000000000E+06          4.5470000000E-01          6.6100000000E-03         -1.7900000000E-02
         6.9813170080E-02          1.0000000000E+03          1.6080000000E-01          1.2792000000E-01          1.0200000000E-02
         6.9813170080E-02          5.5644444444E+05          5.5540000000E-01          1.0470000000E-02         -1.5100000000E-02
         6.9813170080E-02          1.1118888889E+06          5.6050000000E-01          9.0500000000E-03         -1.6300000000E-02
         6.9813170080E-02          1.6673333333E+06          5.6320000000E-01          8.3800000000E-03         -1.6900000000E-02
         6.9813170080E-02          2.2227777778E+06          5.6480000000E-01          7.9700000000E-03         -1.7300000000E-02
         6.9813170080E-02          2.7782222222E+06          5.6620000000E-01          7.6600000000E-03         -1.7600000000E-02
         6.9813170080E-02          3.3336666667E+06          5.6730000000E-01          7.4200000000E-03         -1.7800000000E-02
         6.9813170080E-02          3.8891111111E+06          5.6800000000E-01          7.2500000000E-03         -1.7900000000E-02
         6.9813170080E-02          4.4445555556E+06          5.6870000000E-01          7.0900000000E-03         -1.8100000000E-02
         6.9813170080E-02          5.0000000000E+06          5.6930000000E-01          6.9600000000E-03         -1.8200000000E-02
         8.7266462600E-02          1.0000000000E+03          2.0590000000E-01          1.3186000000E-01          1.1200000000E-02
         8.7266462600E-02          5.5644444444E+05          6.6190000000E-01          1.1270000000E-02         -1.4200000000E-02
         8.7266462600E-02          1.1118888889E+06          6.7040000000E-01          9.6300000000E-03         -1.5900000000E-02
         8.7266462600E-02          1.6673333333E+06          6.7450000000E-01          8.8800000000E-03         -1.6800000000E-02
         8.7266462600E-02          2.2227777778E+06          6.7700000000E-01          8.4200000000E-03         -1.7300000000E-02
         8.7266462600E-02          2.7782222222E+06          6.7870000000E-01          8.1100000000E-03         -1.7600000000E-02
         8.7266462600E-02          3.3336666667E+06          6.8020000000E-01          7.8500000000E-03         -1.7900000000E-02
         8.7266462600E-02          3.8891111111E+06          6.8100000000E-01          7.6800000000E-03         -1.8100000000E-02
         8.7266462600E-02          4.4445555556E+06          6.8170000000E-01          7.5400000000E-03         -1.8200000000E-02
         8.7266462600E-02          5.0000000000E+06          6.8230000000E-01          7.4200000000E-03         -1.8400000000E-02
         1.0471975512E-01          1.0000000000E+03          2.5300000000E-01          1.3687000000E-01          1.1200000000E-02
         1.0471975512E-01          5.5644444444E+05          7.6810000000E-01          1.2030000000E-02         -1.3200000000E-02
         1.0471975512E-01          1.1118888889E+06          7.7940000000E-01          1.0250000000E-02         -1.5400000000E-02
         1.0471975512E-01          1.6673333333E+06          7.8440000000E-01          9.4600000000E-03         -1.6400000000E-02
         1.0471975512E-01          2.2227777778E+06          7.8700000000E-01          9.0300000000E-03         -1.7000000000E-02
         1.0471975512E-01          2.7782222222E+06          7.8880000000E-01          8.7300000000E-03         -1.7300000000E-02
         1.0471975512E-01          3.3336666667E+06          7.9000000000E-01          8.5100000000E-03         -1.7600000000E-02
         1.0471975512E-01          3.8891111111E+06          7.9110000000E-01          8.3400000000E-03         -1.7800000000E-02
         1.0471975512E-01          4.4445555556E+06          7.9180000000E-01          8.2000000000E-03         -1.8000000000E-02
         1.0471975512E-01          5.0000000000E+06          7.9230000000E-01          8.1100000000E-03         -1.8100000000E-02
         1.2217304764E-01          1.0000000000E+03          3.0200000000E-01          1.4294000000E-01          1.0400000000E-02
         1.2217304764E-01          5.5644444444E+05          8.7230000000E-01          1.2890000000E-02         -1.2100000000E-02
         1.2217304764E-01          1.1118888889E+06          8.8560000000E-01          1.1050000000E-02         -1.4600000000E-02
         1.2217304764E-01          1.6673333333E+06          8.9060000000E-01          1.0320000000E-02         -1.5600000000E-02
         1.2217304764E-01          2.2227777778E+06          8.9350000000E-01          9.8900000000E-03         -1.6200000000E-02
         1.2217304764E-01          2.7782222222E+06          8.9550000000E-01          9.5900000000E-03         -1.6600000000E-02
         1.2217304764E-01          3.3336666667E+06          8.9720000000E-01          9.3500000000E-03         -1.6900000000E-02
         1.2217304764E-01          3.8891111111E+06          8.9860000000E-01          9.1600000000E-03         -1.7200000000E-02
         1.2217304764E-01          4.4445555556E+06          8.9950000000E-01          9.0300000000E-03         -1.7400000000E-02
         1.2217304764E-01          5.0000000000E+06          9.0070000000E-01          8.8700000000E-03         -1.7600000000E-02
         1.3962634016E-01          1.0000000000E+03          3.5210000000E-01          1.5021000000E-01          8.8000000000E-03
         1.3962634016E-01          5.5644444444E+05          9.7210000000E-01          1.4030000000E-02         -1.0400000000E-02
         1.3962634016E-01          1.1118888889E+06          9.8660000000E-01          1.2220000000E-02         -1.3100000000E-02
         1.3962634016E-01          1.6673333333E+06          9.9280000000E-01          1.1430000000E-02         -1.4200000000E-02
         1.3962634016E-01          2.2227777778E+06          9.9690000000E-01          1.0930000000E-02         -1.5000000000E-02
         1.3962634016E-01          2.7782222222E+06          1.0000000000E+00          1.0560000000E-02         -1.5600000000E-02
         1.3962634016E-01          3.3336666667E+06          1.0022000000E+00          1.0300000000E-02         -1.6000000000E-02
         1.3962634016E-01          3.8891111111E+06          1.0041000000E+00          1.0080000000E-02         -1.6300000000E-02
         1.3962634016E-01          4.4445555556E+06          1.0059000000E+00          9.8700000000E-03         -1.6600000000E-02
         1.3962634016E-01          5.0000000000E+06          1.0072000000E+00          9.7200000000E-03         -1.6900000000E-02
         1.5707963268E-01          1.0000000000E+03          4.0170000000E-01          1.5866000000E-01          6.4000000000E-03
         1.5707963268E-01          5.5644444444E+05          1.0645000000E+00          1.5660000000E-02         -7.7000000000E-03
         1.5707963268E-01          1.1118888889E+06          1.0832000000E+00          1.3620000000E-02         -1.1000000000E-02
         1.5707963268E-01          1.6673333333E+06          1.0922000000E+00          1.2650000000E-02         -1.2500000000E-02
         1.5707963268E-01          2.2227777778E+06          1.0979000000E+00          1.2050000000E-02         -1.3500000000E-02
         1.5707963268E-01          2.7782222222E+06          1.1022000000E+00          1.1610000000E-02         -1.4200000000E-02
         1.5707963268E-01          3.3336666667E+06          1.1053000000E+00          1.1280000000E-02         -1.4800000000E-02
         1.5707963268E-01          3.8891111111E+06          1.1080000000E+00          1.1010000000E-02         -1.5300000000E-02
         1.5707963268E-01          4.4445555556E+06          1.1102000000E+00          1.0790000000E-02         -1.5600000000E-02
         1.5707963268E-01          5.0000000000E+06          1.1123000000E+00          1.0580000000E-02         -1.6000000000E-02
         1.7453292520E-01          1.0000000000E+03          4.5010000000E-01          1.6834000000E-01          3.1000000000E-03
         1.7453292520E-01          5.5644444444E+05          1.1493000000E+00          1.7620000000E-02         -4.0000000000E-03
         1.7453292520E-01          1.1118888889E+06          1.1759000000E+00          1.5120000000E-02         -8.4000000000E-03
         1.7453292520E-01          1.6673333333E+06          1.1886000000E+00          1.3940000000E-02         -1.0400000000E-02
         1.7453292520E-01          2.2227777778E+06          1.1963000000E+00          1.3220000000E-02         -1.1700000000E-02
         1.7453292520E-01          2.7782222222E+06          1.2017000000E+00          1.2730000000E-02         -1.2600000000E-02
         1.7453292520E-01          3.3336666667E+06          1.2062000000E+00          1.2310000000E-02         -1.3300000000E-02
         1.7453292520E-01          3.8891111111E+06          1.2094000000E+00          1.2020000000E-02         -1.3900000000E-02
         1.7453292520E-01          4.4445555556E+06          1.2126000000E+00          1.1730000000E-02         -1.4400000000E-02
         1.7453292520E-01          5.0000000000E+06          1.2149000000E+00          1.1520000000E-02         -1.4800000000E-02
         1.9198621772E-01          1.0000000000E+03          4.9670000000E-01          1.7920000000E-01         -1.0000000000E-03
         1.9198621772E-01          5.5644444444E+05          1.2225000000E+00          1.9950000000E-02          1.1000000000E-03
