# alpha                     Rey                       CL                        CD                        Cm                       
         1.9198621772E-01          1.1118888889E+06          1.2634000000E+00          1.6740000000E-02         -5.1000000000E-03
         1.9198621772E-01          1.6673333333E+06          1.2803000000E+00          1.5350000000E-02         -7.7000000000E-03
         1.9198621772E-01          2.2227777778E+06          1.2908000000E+00          1.4490000000E-02         -9.4000000000E-03
         1.9198621772E-01          2.7782222222E+06          1.2977000000E+00          1.3920000000E-02         -1.0500000000E-02
         1.9198621772E-01          3.3336666667E+06          1.3036000000E+00          1.3430000000E-02         -1.1400000000E-02
         1.9198621772E-01          3.8891111111E+06          1.3076000000E+00          1.3100000000E-02         -1.2100000000E-02
         1.9198621772E-01          4.4445555556E+06          1.3116000000E+00          1.2770000000E-02         -1.2700000000E-02
         1.9198621772E-01          5.0000000000E+06          1.3148000000E+00          1.2510000000E-02         -1.3200000000E-02
         2.0943951024E-01          1.0000000000E+03          5.4160000000E-01          1.9119000000E-01         -5.9000000000E-03
         2.0943951024E-01          5.5644444444E+05          1.2786000000E+00          2.2620000000E-02          8.3000000000E-03
         2.0943951024E-01          1.1118888889E+06          1.3393000000E+00          1.8620000000E-02         -2.0000000000E-04
         2.0943951024E-01          1.6673333333E+06          1.3653000000E+00          1.6920000000E-02         -4.1000000000E-03
         2.0943951024E-01          2.2227777778E+06          1.3788000000E+00          1.5940000000E-02         -6.2000000000E-03
         2.0943951024E-01          2.7782222222E+06          1.3890000000E+00          1.5210000000E-02         -7.8000000000E-03
         2.0943951024E-01          3.3336666667E+06          1.3957000000E+00          1.4710000000E-02         -8.8000000000E-03
         2.0943951024E-01          3.8891111111E+06          1.4020000000E+00          1.4260000000E-02         -9.8000000000E-03
         2.0943951024E-01          4.4445555556E+06          1.4064000000E+00          1.3930000000E-02         -1.0500000000E-02
         2.0943951024E-01          5.0000000000E+06          1.4099000000E+00          1.3670000000E-02         -1.1100000000E-02
         2.2689280276E-01          1.0000000000E+03          5.8480000000E-01          2.0420000000E-01         -1.1400000000E-02
         2.2689280276E-01          5.5644444444E+05          1.3217000000E+00          2.6590000000E-02          1.4900000000E-02
         2.2689280276E-01          1.1118888889E+06          1.4008000000E+00          2.0850000000E-02          6.4000000000E-03
         2.2689280276E-01          1.6673333333E+06          1.4337000000E+00          1.8700000000E-02          2.0000000000E-03
         2.2689280276E-01          2.2227777778E+06          1.4553000000E+00          1.7490000000E-02         -1.2000000000E-03
         2.2689280276E-01          2.7782222222E+06          1.4711000000E+00          1.6750000000E-02         -3.8000000000E-03
         2.2689280276E-01          3.3336666667E+06          1.4816000000E+00          1.6100000000E-02         -5.4000000000E-03
         2.2689280276E-01          3.8891111111E+06          1.4892000000E+00          1.5610000000E-02         -6.5000000000E-03
         2.2689280276E-01          4.4445555556E+06          1.4947000000E+00          1.5250000000E-02         -7.4000000000E-03
         2.2689280276E-01          5.0000000000E+06          1.5001000000E+00          1.4900000000E-02         -8.2000000000E-03
         2.4434609528E-01          1.0000000000E+03          6.2630000000E-01          2.1811000000E-01         -1.7500000000E-02
         2.4434609528E-01          5.5644444444E+05          1.3505000000E+00          3.2390000000E-02          1.9500000000E-02
         2.4434609528E-01          1.1118888889E+06          1.4527000000E+00          2.4010000000E-02          1.2500000000E-02
         2.4434609528E-01          1.6673333333E+06          1.4944000000E+00          2.1130000000E-02          8.0000000000E-03
         2.4434609528E-01          2.2227777778E+06          1.5190000000E+00          1.9550000000E-02          5.0000000000E-03
         2.4434609528E-01          2.7782222222E+06          1.5357000000E+00          1.8530000000E-02          2.8000000000E-03
         2.4434609528E-01          3.3336666667E+06          1.5492000000E+00          1.7740000000E-02          9.0000000000E-04
         2.4434609528E-01          3.8891111111E+06          1.5602000000E+00          1.7130000000E-02         -7.0000000000E-04
         2.4434609528E-01          4.4445555556E+06          1.5683000000E+00          1.6700000000E-02         -1.9000000000E-03
         2.4434609528E-01          5.0000000000E+06          1.5770000000E+00          1.6330000000E-02         -3.3000000000E-03
         2.6179938780E-01          1.0000000000E+03          6.6630000000E-01          2.3272000000E-01         -2.4100000000E-02
         2.6179938780E-01          5.5644444444E+05          1.3616000000E+00          4.1300000000E-02          2.0800000000E-02
         2.6179938780E-01          1.1118888889E+06          1.4903000000E+00          2.8690000000E-02          1.7500000000E-02
         2.6179938780E-01          1.6673333333E+06          1.5435000000E+00          2.4490000000E-02          1.3700000000E-02
         2.6179938780E-01          2.2227777778E+06          1.5726000000E+00          2.2420000000E-02          1.1000000000E-02
         2.6179938780E-01          2.7782222222E+06          1.5949000000E+00          2.0950000000E-02          8.7000000000E-03
         2.6179938780E-01          3.3336666667E+06          1.6090000000E+00          2.0060000000E-02          7.1000000000E-03
         2.6179938780E-01          3.8891111111E+06          1.6233000000E+00          1.9210000000E-02          5.3000000000E-03
         2.6179938780E-01          4.4445555556E+06          1.6338000000E+00          1.8600000000E-02          4.0000000000E-03
         2.6179938780E-01          5.0000000000E+06          1.6416000000E+00          1.8160000000E-02          3.0000000000E-03
